movieId,budget,revenue,runtime,vote_average,vote_count,release_date,popularity,adult,homepage,original_language,production_companies
36711,,,80.0,6.059,76.0,1983-04-01,1.9235,False,https://www.borninflamesmovie.com,en,C.A.P.S.|The Young Filmmakers Ltd.|Jerome Foundation
36752,700000.0,13168027.0,90.0,6.244,160.0,1983-09-07,1.1007,False,unknown,en,The Cannon Group|Golan-Globus Productions
36799,,,140.0,7.1,81.0,2005-02-17,2.7074,False,unknown,en,Velvet Film|CINEFACTO|HBO Films
36804,8400000.0,,88.0,6.316,44.0,2003-01-20,1.7361,False,unknown,en,Gemini Film|Intermedia Films|International Arts Entertainment|International West Pictures (IWP)|Senzai-Cast|Motion Picture Corporation of America
36816,,,105.0,5.8,4.0,1969-04-02,1.1271,False,unknown,en,Universal Pictures
36850,750000.0,11477301.0,105.0,7.1,588.0,1988-08-13,2.5086,False,unknown,cn,Golden Way Films Ltd.|Paragon Films|Orange Sky Golden Harvest
36883,,,93.0,7.567,245.0,1939-06-09,1.235,False,unknown,fr,Productions Sigma
36902,,,68.0,5.5,20.0,1933-05-27,3.6751,False,unknown,en,Paramount Pictures
36931,20000000.0,8712057.0,122.0,7.154,777.0,2004-09-23,3.1806,False,unknown,cn,China Film Group Corporation|JCE Movies|Emperor Motion Pictures
37058,,,75.0,7.2,39.0,1937-09-10,2.2481,False,unknown,en,Joe Rock Productions|Pax Films
37113,,,99.0,6.4,32.0,1939-09-05,4.308,False,unknown,en,Columbia Pictures
37211,,,80.0,6.478,92.0,1940-12-06,0.5445,False,unknown,en,Metro-Goldwyn-Mayer
37240,,,98.0,7.5,115.0,2005-01-20,1.8343,False,http://www.sonyclassics.com/whywefight,en,Charlotte Street Films
37257,,,118.0,6.523,110.0,1970-12-18,2.7924,False,unknown,it,Tritone Cinematografica|Atlántida Films|Terra-Filmkunst
37269,1400000.0,,110.0,6.6,107.0,1967-12-19,0.9763,False,unknown,en,Paramount Pictures
37277,679000.0,,98.0,5.17,44.0,1971-11-10,1.2293,False,unknown,en,Bizarre Productions|Murakami-Wolf Productions
37287,,,119.0,7.2,167.0,1964-12-19,0.6125,False,unknown,da,Palladium
37335,,,91.0,6.693,158.0,1966-04-07,1.5105,False,unknown,zh,Shaw Brothers
37375,,,108.0,6.5,48.0,1940-12-27,1.1365,False,unknown,en,RKO Radio Pictures
37380,60000000.0,58100000.0,105.0,5.185,2351.0,2005-10-20,3.8697,False,unknown,en,di Bonaventura Pictures|John Wells Productions|Reaper Productions|Stillking Films|Doom Productions|Distant Planet Productions|Babelsberg Film
37382,50000000.0,22900000.0,127.0,5.919,1252.0,2005-10-14,1.3731,False,unknown,en,Scott Free Productions|Davis Films|Metropolitan Filmexport
37384,3000000.0,18637690.0,94.0,6.214,945.0,2005-10-07,7.9413,False,unknown,en,LIFT Productions|Eden Rock Media|Lions Gate Films
37386,62000000.0,53321673.0,93.0,5.637,2356.0,2005-11-30,4.0235,False,unknown,en,Paramount Pictures|Lakeshore Entertainment|Valhalla Motion Pictures|MTV Films|Colossal Pictures
37444,,,100.0,5.529,17.0,1984-08-14,3.1182,False,unknown,fr,A.J. Films
37462,6000000.0,,101.0,5.8,179.0,1991-05-10,4.8678,False,unknown,en,Spectacor Films|Frederick S. Pierce Company|HBO|ITC Entertainment
37475,30000000.0,18618284.0,108.0,6.8,674.0,2005-09-09,2.5862,False,https://www.miramax.com/movie/an-unfinished-life/,en,Miramax|Revolution Studios|Initial Entertainment Group|The Ladd Company|Kalis Productions GmbH & Co. Zweite KG|Persistent Entertainment|Unfinished Films
37477,33000000.0,13485145.0,83.0,5.806,593.0,2005-09-08,5.0313,False,unknown,en,New Line Cinema|Fried Films
37495,,,120.0,7.25,212.0,2004-09-25,7.9523,False,unknown,ja,TFC
37545,,,82.0,6.594,192.0,1979-05-25,4.7023,False,unknown,de,Werner Herzog Filmproduktion|ZDF
37626,,,68.0,6.272,101.0,1934-11-30,1.6768,False,unknown,en,Paramount Pictures
37653,5600000.0,,105.0,5.603,29.0,2005-09-02,4.3957,False,unknown,sv,Memfis Film|Film i Väst|Sigma Films|Zentropa Entertainments
37683,,,127.0,5.7,15.0,1979-12-14,2.2383,False,unknown,en,Columbia Pictures|Rastar Productions
37689,,,102.0,5.483,29.0,2003-05-17,3.2935,False,unknown,en,Tartan Works Ltd.
37720,19000000.0,145166804.0,122.0,6.598,2943.0,2005-09-09,5.6796,False,unknown,en,Lakeshore Entertainment|Firm Films|Screen Gems
37727,55000000.0,223387299.0,98.0,6.454,2830.0,2005-09-22,4.0449,False,unknown,en,Touchstone Pictures|Imagine Entertainment
37729,40000000.0,118133252.0,77.0,7.583,9880.0,2005-09-12,12.8126,False,https://www.warnerbros.com/movies/tim-burtons-corpse-bride,en,Tim Burton Productions|LAIKA|Patalex Productions|Warner Bros. Pictures|Will Vinton Studios
37731,,4333271.0,109.0,7.271,2483.0,2005-09-09,3.4989,False,http://www.warnervideo.com/greenstreethooligans/,en,OddLot Entertainment|Yank Film Finance Limited|Senator International
37733,32000000.0,61477797.0,96.0,7.2,3529.0,2005-09-23,3.6201,False,unknown,en,New Line Cinema|BenderSpink|Media I! Filmproduktion München & Company
37736,50000000.0,42580321.0,130.0,6.742,1209.0,2005-09-23,5.0629,False,http://www.olivertwistthemovie.co.uk/,en,ETIC Films|R.P. Productions|Runteam III Ltd.
37739,26000000.0,15431177.0,120.0,7.3,514.0,2005-09-30,2.1501,False,unknown,en,Walt Disney Pictures
37741,7000000.0,49327405.0,114.0,6.98,1562.0,2005-09-30,3.9996,False,http://www.sonyclassics.com/capote/,en,United Artists|A-Line Pictures|Cooper's Town|Infinity Media|Metro-Goldwyn-Mayer|Sony Pictures Classics
37744,1196000.0,1825000.0,93.0,6.9,40.0,1939-03-29,2.4053,False,unknown,en,RKO Radio Pictures
37785,3000000.0,5000000.0,99.0,6.1,167.0,1971-06-17,3.3744,False,unknown,en,Robert M. Weitman Productions|Columbia Pictures
37824,,,95.0,6.4,92.0,2004-08-05,2.2958,False,unknown,th,Baa-Ram-Ewe|Sahamongkolfilm
37830,,,101.0,7.156,1200.0,2005-07-14,3.6883,False,http://na.square-enix.com/ff7acc/,ja,Square Enix|Visual Works
37837,,,93.0,5.764,36.0,2005-03-30,0.3992,False,http://www.crustaces-lefilm.com/,fr,Bac Films
37844,10.0,,112.0,6.681,118.0,2005-09-23,6.7649,False,unknown,en,Fox Searchlight Pictures|Fox 2000 Pictures
37846,3000000.0,,100.0,4.915,41.0,2005-09-25,4.6679,False,unknown,en,Map Point Pictures|L. Driver Productions Inc|Miramax
37853,50000000.0,46117696.0,110.0,5.9,1570.0,2005-09-30,3.1948,False,unknown,en,Mandalay Pictures|Metro-Goldwyn-Mayer|Columbia Pictures
37855,,,99.0,6.626,87.0,2005-09-28,1.4623,False,unknown,en,ImageMovers|Revolution Studios|Go Fish Pictures|DreamWorks Pictures
37857,4000000.0,973613.0,101.0,6.405,348.0,2005-01-25,5.9683,False,unknown,en,The Jim Henson Company|Destination Films
37949,,,110.0,5.3,11.0,2001-04-21,0.1418,False,unknown,en,unknown
37955,,,121.0,6.4,127.0,2005-01-12,4.2334,False,unknown,fr,Ateliers de Baere|Bluelight l'Ecole|Agat Films & Cie / Ex Nihilo
37957,,,126.0,5.321,53.0,2005-01-28,0.8242,False,unknown,ru,Coproduction Office|Hubert Bals Fund|Filmocom
37960,,,83.0,4.5,29.0,2004-01-18,1.9116,False,unknown,en,Robert Ahrens Productions|Banner Entertainment
37967,,,96.0,5.588,68.0,1993-12-22,1.1315,False,unknown,en,First Look International|NEO Motion Pictures|Overseas FilmGroup|Ozla Productions|Toei Video Company|TFC
37976,,,87.0,7.1,95.0,1950-12-15,1.1241,False,unknown,it,Rizzoli Film|Cineriz
37982,,,91.0,5.7,152.0,2004-07-30,3.0747,False,unknown,en,Redbus Pictures|Lakeshore Entertainment|Media Pro Pictures
38001,,,122.0,6.2,39.0,2005-04-13,4.1593,False,unknown,en,Vertigo Productions|Skyline Films|France 2 Cinéma
38004,,,116.0,6.462,53.0,1943-03-05,2.4894,False,unknown,de,UFA
38036,,,76.0,6.5,77.0,1989-08-08,1.2661,False,unknown,da,DR
38038,30000000.0,192610372.0,85.0,7.113,2972.0,2005-09-15,5.5208,False,http://www.dreamworksanimation.com/rabbit,en,Aardman|DreamWorks Animation
38046,,,152.0,6.246,187.0,2005-07-25,1.5572,False,unknown,zh,SCS Entertainment|Film Workshop|Mandarin Films|Beijing Ciwen Digital Oriental Film & TV Production Co.|City Glory Pictures Ltd.|Film Victoria|Fortissimo Films
38061,15000000.0,15785148.0,102.0,7.2,2867.0,2005-09-14,1.8757,False,https://www.warnerbros.com/kiss-kiss-bang-bang,en,Silver Pictures|Warner Bros. Pictures
38086,125000.0,,100.0,6.083,103.0,2003-08-01,2.0483,False,unknown,ko,CJ Entertainment|Cinema Service|Cine2000
38095,,7600000.0,119.0,7.446,944.0,2005-04-01,2.6598,False,http://www.d-o-e-s.com/collection/bittersweet/index0.html,ko,Bom Film Productions|CJ Entertainment
38097,,,91.0,6.701,249.0,2004-08-19,2.7801,False,unknown,cn,Applause Pictures
38159,,,87.0,7.773,398.0,1988-08-21,2.7033,False,unknown,pl,Wytwórnia Filmów Dokumentalnych i Fabularnych|Studio Filmowe Tor
38164,,,141.0,7.196,52.0,1940-07-05,3.3494,False,unknown,en,Warner Bros. Pictures
38188,1600000.0,261966.0,73.0,6.3,125.0,2006-01-27,3.8571,False,http://www.bubblethefilm.com/,en,HDNet Films|2929 Productions|Extension 765
38198,,,,,,,,,unknown,unknown,unknown
38294,,92076.0,103.0,5.6,241.0,2005-09-14,3.0968,False,http://www.beowulfandgrendel.com/,en,The Film Works|Icelandic Film Corporation|Union Station Media|Movision|Endgame Entertainment|Téléfilm Canada|Spice Factory|The Movie Network|Movie Central|Invico Capital
38304,2000000.0,,208.0,7.7,138.0,2005-07-21,1.548,False,https://www.paramountpictures.com/movies/no-direction-home-bob-dylan,en,Grey Water Park Productions|Spitfire Pictures|Thirteen|The WNET Group|PBS|BBC|NHK|Vulcan Productions|ANENA
38320,,,73.0,6.932,285.0,1970-10-16,5.5965,False,unknown,cs,Filmové studio Barrandov
38376,,,118.0,7.2,156.0,1990-09-19,3.596,False,unknown,it,TF1 Films Production|Erre Produzioni|Les Films Ariane|Silvio Berlusconi Communications
38384,,,101.0,7.022,69.0,1944-08-09,2.4744,False,unknown,en,Paramount Pictures
38388,10000000.0,27610873.0,118.0,6.764,1172.0,2005-09-29,3.0367,False,unknown,en,Touchstone Pictures|Milkshake Films|Little Magic Films|Epsilon Motion Pictures|Toshiba Entertainment
38435,1500000.0,,108.0,4.096,26.0,2005-12-07,0.4027,False,unknown,en,Tiny Dancer Films|Charlie Guidance|Flux Films|High Line Productions
38473,,,99.0,7.2,12.0,2004-09-10,3.2862,False,unknown,en,Filmquadrat
38499,,,,,,,,,unknown,unknown,unknown
38538,1000000.0,,93.0,7.0,497.0,2004-01-20,4.4177,False,https://www.sho.com/titles/120440/speak,en,Speak Film Inc.|Showtime Independent Films|Showtime Networks
38583,2700000.0,3500000.0,93.0,6.4,490.0,1986-10-01,8.5695,False,unknown,en,New Century Entertainment Corporation|Alliance Entertainment|Turbo Productions
38600,1000000.0,2708087.0,94.0,6.1,205.0,2005-04-25,0.5851,False,unknown,en,Bulbul Films|StarkSales Inc.|Pandora Film|ZDF/Arte
38656,520000.0,,98.0,5.221,136.0,1974-06-12,5.7992,False,unknown,en,Maran Film|V. M. Productions|Mojack Film Ltée
38688,,,101.0,6.5,62.0,1990-05-19,1.4118,False,unknown,en,Daniel L. Paulson Productions
38701,11000000.0,4663501.0,123.0,6.2,135.0,2005-08-25,1.9593,False,http://www.dontcomeknocking.com/,en,Reverse Angle International|Reverse Angle Production|ARTE France Cinéma|EuroArts|Network Movie|Océan Films Distribution|Road Movies|HanWay Films|Sony Pictures Classics|ZDF/Arte|Wim Wenders Stiftung
38713,,,82.0,6.6,48.0,1936-06-06,1.1931,False,unknown,en,Warner Bros. Pictures
38798,,83073883.0,130.0,6.203,1236.0,2005-10-07,1.8001,False,unknown,en,Deuce Three Productions|Fox 2000 Pictures|Scott Free Productions
38824,3131855.0,2851888.0,111.0,6.6,42.0,2005-09-30,1.169,False,unknown,fi,Film i Skåne|MRP Matila Röhr Productions|Omega Film & Television
38839,,,90.0,5.25,48.0,2004-01-30,3.1088,False,unknown,sv,Filmlance International|Kinoproduction|TV4|YLE|CineStar Rental|Thura Film|Wildfield
38843,17000000.0,10000000.0,154.0,7.0,172.0,1963-05-06,3.1047,False,unknown,en,Samuel Bronston Productions|Allied Artists Pictures
38849,500000.0,,88.0,5.5,103.0,2004-03-16,6.3556,False,unknown,en,Anchor Bay Entertainment|Ambush Entertainment|Goal Line Productions
38867,,,99.0,6.2,58.0,2004-05-01,4.2507,False,unknown,en,unknown
38881,95000.0,,88.0,7.334,193.0,1971-10-01,3.0093,False,unknown,en,Churchill Films|Françoise Films|Chartwell
38884,,,96.0,6.231,13.0,1959-04-29,3.779,False,unknown,en,Metro-Goldwyn-Mayer
38886,1500000.0,11100000.0,81.0,6.953,1035.0,2005-10-05,1.3917,False,unknown,en,Destination Films|Original Media|American Empirical Pictures|Peter Newman/Interal
38992,35000000.0,30526509.0,122.0,6.046,690.0,2005-10-07,5.6829,False,http://www.twoforthemoney.net,en,Morgan Creek Entertainment
38994,,,85.0,5.76,73.0,2005-09-16,1.5616,False,unknown,en,DNA Films|Celador Films
39048,,,83.0,4.2,15.0,2004-10-29,0.0811,False,unknown,sv,Dansk Skalle|Film i Skåne|Sonet Film
39052,16398.0,,103.0,6.7,72.0,2005-08-20,1.0809,False,http://www.starwreck.com/,fi,Energia Productions
39075,,,79.0,6.466,29.0,1934-11-09,2.9145,False,unknown,en,Metro-Goldwyn-Mayer
39183,14000000.0,178043761.0,134.0,7.785,7339.0,2005-10-22,6.7678,False,https://www.focusfeatures.com/brokeback_mountain,en,Focus Features|River Road Entertainment|Alberta Film Entertainment
39191,,,93.0,5.3,6.0,2002-01-10,1.1944,False,https://www.nextwavefilms.com/bluevinyl/,en,Toxic Comedy Pictures|Next Wave Films
39231,57000000.0,52164016.0,124.0,6.193,1154.0,2005-10-14,3.8773,False,unknown,en,Paramount Pictures|Cruise/Wagner Productions|Vinyl Films|KMP Film Invest
39234,35000000.0,25224242.0,126.0,7.229,704.0,2005-02-12,2.6518,False,http://northcountrymovie.warnerbros.com/,en,Participant|Nick Wechsler Productions|Industry Entertainment Partners
39244,,,125.0,7.365,37.0,1999-05-14,1.44,False,unknown,fa,Farabi Cinema
39292,7000000.0,54600000.0,92.0,7.072,1057.0,2005-09-16,2.2259,False,https://www.warnerbros.com/movies/good-night-and-good-luck,en,Warner Independent Pictures|2929 Productions|Redbus Pictures|TFC|Participant|Section Eight|Davis Films
39305,,,113.0,6.0,13.0,1959-12-11,2.0721,False,unknown,en,Paramount Pictures
39307,,,106.0,7.0,416.0,2005-09-10,3.2922,False,unknown,en,DreamWorks Pictures|Tollin/Robbins Productions|Brass Hat Films|Epsilon Motion Pictures|S.K.G. Productions|Hyde Park Entertainment
39364,,,105.0,6.673,55.0,2001-05-11,2.0817,False,unknown,it,StudioCanal|Taurus Produktion|Cinemaundici|RAI Cinema|Boyana Film
39369,,,103.0,7.0,152.0,1951-10-24,5.3786,False,unknown,en,Paramount Pictures
39381,2000000.0,5048693.0,104.0,7.0,679.0,2005-10-06,5.8489,False,unknown,en,UK Film Council|Surefire Film Productions|Autonomous|Pictures in Paradise|Jackie O Productions|Pacific Film and Television Commission|The Film Consortium|National Lottery
39390,4000000.0,15800000.0,105.0,5.3,15.0,2005-10-07,3.211,False,unknown,en,Willpower Productions|Screen Gems|Rainforest Entertainment
39394,,,93.0,6.2,23.0,2004-01-15,1.8167,False,unknown,en,unknown
39398,2000000.0,744000.0,89.0,5.699,78.0,2005-06-24,2.3574,False,http://www.csathemovie.com/,en,Hodcarrier Films
39400,18000000.0,46201432.0,100.0,4.556,792.0,2005-10-14,4.3813,False,https://www.sonypictures.com/movies/thefog,en,Revolution Studios|Debra Hill Productions|David Foster Productions
39402,,115314.0,95.0,5.8,22.0,2005-10-14,0.7714,False,http://www.loggerheadsmovie.com/,en,unknown
39408,4600000.0,,95.0,4.127,75.0,2005-10-21,2.6082,False,unknown,en,unknown
39410,,,95.0,4.9,13.0,2005-03-04,0.1859,False,unknown,en,HBO/Cinemax Documentary
39412,,,87.0,3.0,1.0,2005-10-21,2.4398,False,http://www.livingtiltheend.com/,en,unknown
39414,10284523.0,11588205.0,104.0,5.778,270.0,2005-10-21,2.5193,False,unknown,en,Touchstone Pictures|Epsilon Motion Pictures|Hyde Park Entertainment|Shopgirl
39416,,,91.0,5.391,46.0,2005-10-21,2.1064,False,http://www.kidsinamericamovie.com/,en,Kids in America LLC
39419,25000000.0,3487678.0,107.0,6.147,307.0,2005-10-07,4.3958,False,unknown,en,Serendipity Point Films|First Choice Films|The Movie Network|Téléfilm Canada|Ego Film Arts|Movie Central
39421,,,92.0,6.0,282.0,2003-05-15,3.9692,False,unknown,en,Talent Network Media GmbH|International West Pictures (IWP)|Original Voices Inc.|Motion Picture Corporation of America|National Lampoon
39425,,23578.0,80.0,7.3,3.0,2005-10-21,0.2439,False,http://www.emmanuelsgift.com/,en,Lookalike Productions LLC
39427,50000000.0,8342132.0,99.0,6.59,1442.0,2005-09-24,4.2395,False,unknown,en,Epsilon Motion Pictures|Regency Enterprises|New Regency Pictures|20th Century Fox
39429,,,90.0,4.077,13.0,2005-01-01,2.4059,False,unknown,en,Cicala Filmworks|Centrifugal Films
39435,75000000.0,142400065.0,129.0,6.1,2997.0,2005-10-24,3.2974,False,https://www.sonypictures.com/movies/thelegendofzorro,en,Columbia Pictures|Spyglass Entertainment|Amblin Entertainment
39439,,,86.0,3.0,3.0,2002-06-06,0.2248,False,unknown,he,Open Doors Films
39441,,,75.0,6.6,16.0,2005-01-20,0.7545,False,unknown,en,unknown
39444,20000000.0,12482775.0,101.0,6.145,1035.0,2005-10-20,1.9512,False,unknown,en,Paramount Pictures|Escape Artists
39446,4000000.0,152925093.0,93.0,6.605,5675.0,2005-10-28,4.5819,False,unknown,en,Got Films|Twisted Pictures|Evolution Entertainment|Saw 2 Productions|Lionsgate
39449,22000000.0,67900000.0,102.0,6.0,823.0,2005-09-21,3.8775,False,unknown,en,Universal Pictures|Team Todd|Prime Film Productions LLC|Younger Than You
39474,,,108.0,7.244,88.0,1947-07-01,1.4427,False,unknown,ja,TOHO
39481,,,93.0,6.747,73.0,1957-07-29,2.254,False,unknown,en,20th Century Fox
39516,,11837022.0,125.0,7.0,289.0,2004-03-12,2.63,False,unknown,it,Alquimia Cinema|Cattleya|The Producers Films
39524,,,106.0,7.3,13.0,2004-10-08,0.0387,False,unknown,fi,unknown
39529,,3223888.0,76.0,6.69,105.0,1977-07-03,1.6122,False,unknown,en,Paramount Pictures|Lee Mendelson Film Productions|Bill Melendez Productions|Charles M. Schulz Creative Associates
39615,,,168.0,7.2,14.0,1996-09-06,2.532,False,unknown,sv,Det Danske Filminstitut|SVT|Svenska Filminstitutet|SF Studios|Norsk Filminstitutt|NRK|DR|Finnish Film Foundation|RÚV|Metronome Productions|Nordisk Film & TV Fond|Schibsted Film|YLE|MRP Matila Röhr Productions
39659,,,95.0,7.022,431.0,1968-09-07,3.2229,False,unknown,it,Aetos Produzioni Cinematografiche|B.R.C. Produzione Film
39703,,3248506.0,114.0,5.763,120.0,2005-07-19,4.9373,False,unknown,en,Porchlight Films|Dirty Films
39715,7000000.0,,94.0,5.467,2159.0,2005-11-23,4.5758,False,unknown,en,Rogue Pictures|Universal Pictures
39731,600000.0,2500000.0,99.0,6.626,95.0,1949-04-09,1.7093,False,unknown,en,Stanley Kramer Productions|Screen Plays|United Artists
39740,,,87.0,5.2,74.0,1972-04-05,0.4705,False,unknown,fr,Les Films ABC
39768,8000000.0,,155.0,7.278,180.0,2004-05-14,0.9959,False,unknown,sr,Les Films Alain Sarde|StudioCanal|Rasta Films
39777,652675.0,,100.0,6.6,218.0,1932-04-02,5.3057,False,unknown,en,Metro-Goldwyn-Mayer
39779,1279142.0,,104.0,6.5,145.0,1934-04-20,3.9655,False,unknown,en,Metro-Goldwyn-Mayer
39786,,7400000.0,108.0,6.5,123.0,1960-10-13,4.3069,False,unknown,en,Arwin Productions|Universal International Pictures|Ross Hunter Productions
39796,24000000.0,11875866.0,128.0,5.731,310.0,2005-04-20,2.9053,False,unknown,fr,Gaumont|Kairos|Canal+|TF1 Films Production
39801,12148397.0,15787492.0,124.0,6.284,74.0,2005-08-06,1.4305,False,unknown,ja,KADOKAWA|Japan Film Fund|Nippon Television Network Corporation
39818,,,113.0,7.31,211.0,1955-10-07,4.2532,False,unknown,it,Titanus|Société Générale de Cinématographie (S.G.C.)
39824,,,109.0,5.815,27.0,1975-10-08,2.5823,False,unknown,en,Paramount Pictures|Motown Productions|Nikor Productions
39857,,,125.0,5.712,26.0,2005-03-04,1.7496,False,unknown,da,Nimbus Film
39869,14200000.0,674918.0,139.0,6.9,375.0,2005-06-03,3.8001,False,unknown,da,Zentropa Entertainments|Isabella Films B.V.|Pain Unlimited Filmproduktion|Manderlay|Sigma Films|Memfis Film|Ognon Pictures|Film i Väst|DR|ARTE France Cinéma|SVT|WDR|ARTE|NPS|YLE
39876,,,81.0,6.7,10.0,1941-10-17,1.319,False,unknown,en,20th Century Fox
39886,,,115.0,6.039,89.0,2005-09-02,3.5425,False,unknown,en,Mockingbird Pictures|Z Films
39896,4000000.0,,99.0,6.697,94.0,1992-09-18,3.7097,False,unknown,en,Ixtlan Productions|Monument Pictures|Enchantment Films Inc.
39931,17000000.0,8720000.0,91.0,5.112,107.0,1977-09-10,1.9113,False,unknown,en,20th Century Fox
39934,,,102.0,6.0,82.0,1954-12-01,1.2878,False,unknown,en,Perlberg-Seaton Productions|Paramount Pictures
39941,,,93.0,7.0,207.0,1979-01-24,4.3664,False,unknown,fr,Les Films du Carrosse
40010,,,90.0,7.066,76.0,2004-10-22,2.1353,False,unknown,es,Cinepantera|Lulú Producciones|FIDECINE|Instituto Mexicano de Cinematografía
40015,,,78.0,7.3,233.0,1998-03-27,2.8003,False,unknown,it,Sacher Film|Bac Films|Le Studio Canal+|La Sept Cinéma
40033,,,66.0,7.5,224.0,1926-09-03,0.6209,False,unknown,de,Comenius-Film GmbH
40111,63500.0,,84.0,5.359,64.0,1972-12-15,1.7471,False,unknown,en,Lewis Motion Picture Enterprisee
40148,27000000.0,7164778.0,111.0,6.341,1463.0,2005-09-11,6.0428,False,http://www.sonypictures.com/movies/revolver/,en,Revolver Pictures Co.|Toff Guy Films|EuropaCorp|Isle of Man Film
40226,,,98.0,5.6,75.0,1999-08-28,4.4118,False,unknown,ja,Takeuchi Entertainment|Dragon Pictures|GAGA Communications
40275,500000.0,2823.0,87.0,4.8,20.0,2001-11-02,0.9626,False,unknown,en,Furst Films
40278,72000000.0,97076152.0,123.0,6.673,3050.0,2005-11-04,3.5013,False,unknown,en,Red Wagon Entertainment|Neal Street Productions
40291,500000.0,,85.0,5.0,19.0,2004-09-14,1.6083,False,unknown,en,Step-Films Inc.|Canadian Film Centre (CFC)|The Feature Film Project
40337,,,90.0,6.475,20.0,2004-07-11,2.4655,False,unknown,he,Gilgamesh Productions
40339,150000000.0,314400000.0,81.0,5.902,4054.0,2005-11-04,11.6039,False,http://movies.disney.com/chicken-little,en,Walt Disney Pictures|Walt Disney Feature Animation
40342,,2945242.0,105.0,5.931,149.0,2005-09-13,1.6016,False,unknown,en,United Artists|Icon Entertainment International|GreeneStreet Films|Janus Films
40404,,,90.0,6.4,11.0,2005-06-01,2.1261,False,unknown,es,Adicta Films|Instituto Mexicano de Cinematografía|Matatena Films
40412,,,90.0,7.111,570.0,2004-09-29,4.0171,False,unknown,en,EM Media|Warp Films|Big Arty Productions|Film4 Productions
40414,22000000.0,17709155.0,116.0,7.375,897.0,2005-11-09,8.6573,False,unknown,fr,Senator Film|Media Pro Pictures|The Bureau|Artémis Productions|Les Productions de la Guéville|TF1 Films Production|Nord-Ouest Films|Canal+|Ciné Cinéma
40422,,,98.0,5.8,118.0,1970-04-03,1.0329,False,unknown,de,Corona Filmproduktion|Filmar Compagnia Cinematografica|Towers of London Productions|C. Fénix Films
40425,,,82.0,6.713,247.0,1960-05-01,1.241,False,unknown,en,Hotspur Film Productions Ltd.|Hammer Film Productions
40436,,,106.0,6.53,33.0,1949-05-12,3.0736,False,unknown,en,Metro-Goldwyn-Mayer
40457,,,102.0,6.3,176.0,1971-02-22,2.4172,False,unknown,en,Amicus Productions
40465,,,94.0,5.26,55.0,1967-05-01,1.551,False,unknown,en,Planet Film Productions
40467,,,83.0,6.3,160.0,1964-10-18,5.3697,False,unknown,en,Hammer Film Productions
40478,,,88.0,4.41,112.0,1972-10-04,2.409,False,unknown,en,A.C. Lyles Productions|Metro-Goldwyn-Mayer
40491,83038.0,,69.0,7.349,282.0,1990-01-12,4.7265,False,unknown,fi,Villealfa Filmproductions|Svenska Filminstitutet|Esselte Video|Finnkino
40494,485000.0,,90.0,6.632,19.0,1991-07-26,2.5064,False,unknown,fi,Villealfa Filmproductions|Marianna Films
40559,,,90.0,4.5,19.0,2002-04-02,2.898,False,unknown,en,unknown
40574,40000000.0,46442528.0,117.0,6.8,981.0,2005-11-09,4.3619,False,unknown,en,Cent Productions Inc.|Paramount Pictures|MTV Films
40578,,,85.0,7.5,70.0,1965-09-18,1.2582,False,unknown,ja,Haiyuza Theater Company|Shochiku
40581,,50817508.0,94.0,6.2,1711.0,2005-11-23,5.3962,False,unknown,en,BenderSpink|Cinezeta|Cinerenta
40583,50000000.0,93974620.0,128.0,6.414,1432.0,2005-11-23,3.7676,False,https://www.warnerbros.com/movies/syriana,en,Participant|4M|Section Eight|FilmWorks|MID Foundation|Warner Bros. Pictures
40586,10840.0,,81.0,6.898,83.0,1985-02-08,1.2186,False,unknown,fi,Villealfa Filmproductions
40589,,,182.0,6.993,71.0,1992-05-24,1.4412,False,unknown,sv,SVT|DR|YLE|La Sept Cinéma|ZDF|NRK|RÚV|RAI|Channel Four Films
40591,,,103.0,7.486,141.0,1992-02-27,1.1707,False,http://www.janusfilms.com/films/1524,fr,Sputnik|Pyramide Productions|Films A2|Svenska Filminstitutet|Pandora Film
40597,1800000.0,1011700.0,88.0,6.022,23.0,2002-09-06,0.5651,False,unknown,fi,Cinemaker
40614,22000000.0,57479076.0,108.0,6.4,1089.0,2005-11-11,2.7931,False,http://weinsteinco.com/films/derailed/,en,di Bonaventura Pictures|Patalex V Productions Limited
40617,,7480424.0,85.0,5.989,806.0,2004-08-10,4.4794,False,unknown,en,UK Film Council|Zero Film|Dan Films|Filmstiftung NRW
40629,28000000.0,124604345.0,127.0,8.058,8476.0,2005-09-16,10.5915,False,http://www.prideandprejudicemovie.net/splash.html,en,StudioCanal|Working Title Films|Scion Films|Focus Features
40679,2500000.0,,94.0,3.9,15.0,2005-09-02,2.0553,False,unknown,en,Lunacy Unlimited Productions|Blue & Grey Film Ventures|Lunacy Productions
40681,25000000.0,4165675.0,99.0,5.329,350.0,2005-07-29,1.5713,False,http://millennium-media.net/mf-films/edison,en,Millennium Media|Ascendant Pictures|VIP Medienfonds 3|Emmett/Furla Films|Nu Image Entertainment
40697,,,,,,,,,unknown,unknown,unknown
40699,,,82.0,6.6,21.0,1998-11-27,3.7892,False,unknown,en,Lions Gate Films|Gun for Hire Films
40723,1000000.0,30894796.0,99.0,6.2,1238.0,2005-09-16,6.0832,False,unknown,en,Dimension Films|Australian Film Finance Corporation|South Australian Film Corporation|403 Productions|True Crime Channel|Mushroom Pictures
